DC Bias Voltage (mV), DC Tunneling Current (mA)
2.813607, 0.130999
2.815862, 0.133882
2.818440, 0.136734
2.820695, 0.139488
2.823273, 0.142179
2.824884, 0.144675
2.827783, 0.147140
2.829716, 0.149573
2.831649, 0.151860
2.834227, 0.154003
2.836482, 0.156032
2.838415, 0.157901
2.840993, 0.159673
2.843248, 0.161284
2.845503, 0.162734
2.847759, 0.164135
2.850014, 0.165440
2.852591, 0.166616
2.854202, 0.167712
2.857102, 0.168726
2.859357, 0.169645
2.861613, 0.170515
2.863546, 0.171320
2.866123, 0.172061
2.867734, 0.172770
2.869989, 0.173382
2.872889, 0.173978
2.875144, 0.174542
2.876755, 0.175073
2.879977, 0.175541
2.881588, 0.175943
2.884165, 0.176362
2.886421, 0.176765
2.888032, 0.177135
2.890931, 0.177458
2.892864, 0.177764
2.894797, 0.178021
2.897697, 0.178311
2.899308, 0.178585
2.901885, 0.178811
2.904141, 0.178988
2.905752, 0.179197
2.908651, 0.179342
2.910907, 0.179536
2.913484, 0.179713
2.914451, 0.179890
2.917350, 0.179987
2.919606, 0.180132
2.921216, 0.180261
2.924760, 0.180422
2.926371, 0.180518
2.928304, 0.180647
2.930882, 0.180728
2.932815, 0.180808
2.935715, 0.180921
2.937326, 0.181050
2.939259, 0.181131
2.942481, 0.181195
2.944414, 0.181259
2.946347, 0.181340
2.948602, 0.181404
2.950535, 0.181485
2.952468, 0.181533
2.955368, 0.181630
2.957301, 0.181694
2.959234, 0.181775
2.961489, 0.181872
2.964067, 0.181952
2.966000, 0.182017
2.968900, 0.182097
2.970511, 0.182178
2.973088, 0.182242
2.975665, 0.182339
2.976632, 0.182403
2.979854, 0.182500
2.982431, 0.182548
2.984364, 0.182580
2.986942, 0.182693
2.989197, 0.182758
2.990808, 0.182838
2.993063, 0.182951
2.995963, 0.182983
2.997574, 0.183080
2.999829, 0.183176
3.002085, 0.183273
3.004018, 0.183370
3.006273, 0.183434
3.009173, 0.183531
3.011106, 0.183660
3.012717, 0.183756
3.015938, 0.183789
3.017227, 0.183869
3.020127, 0.183966
3.022382, 0.184046
3.024315, 0.184175
3.026248, 0.184224
3.029470, 0.184336
3.031081, 0.184401
3.033014, 0.184513
3.035592, 0.184594
3.037847, 0.184739
3.040102, 0.184820
3.041713, 0.184948
3.044935, 0.185061
3.046868, 0.185190
3.049123, 0.185255
3.050734, 0.185399
3.053634, 0.185464
3.055889, 0.185561
3.057500, 0.185657
3.060400, 0.185786
3.062333, 0.185867
3.064910, 0.185963
3.067810, 0.186044
3.068777, 0.186189
3.071354, 0.186302
3.072965, 0.186398
3.075542, 0.186495
3.079086, 0.186640
3.080053, 0.186769
3.082630, 0.186865
3.084241, 0.187027
3.086819, 0.187139
3.088430, 0.187284
3.091329, 0.187365
3.092940, 0.187478
3.095518, 0.187606
3.098095, 0.187719
3.100351, 0.187880
3.102284, 0.187993
3.103895, 0.188041
3.106794, 0.188186
3.109694, 0.188299
3.111627, 0.188428
3.114204, 0.188573
3.115493, 0.188702
3.118071, 0.188815
3.120004, 0.188911
3.122581, 0.189089
3.124836, 0.189233
3.127414, 0.189346
3.128703, 0.189491
3.131602, 0.189572
3.133858, 0.189733
3.135791, 0.189862
3.138046, 0.189975
3.140301, 0.190103
3.142879, 0.190232
3.144812, 0.190361
3.147389, 0.190474
3.149322, 0.190619
3.151578, 0.190748
3.153833, 0.190877
3.155444, 0.190989
3.158344, 0.191167
3.159955, 0.191295
3.162854, 0.191392
3.165109, 0.191602
3.166720, 0.191682
3.168976, 0.191827
3.171875, 0.191988
3.174453, 0.192133
3.176386, 0.192246
3.177997, 0.192375
3.180574, 0.192536
3.182830, 0.192649
3.185085, 0.192794
3.187018, 0.192939
3.189273, 0.193035
3.191851, 0.193180
3.193462, 0.193325
3.196683, 0.193470
3.198294, 0.193583
3.200872, 0.193744
3.202805, 0.193889
3.205382, 0.194034
3.207638, 0.194179
3.209893, 0.194324
3.212470, 0.194485
3.214081, 0.194598
3.216337, 0.194775
3.218270, 0.194952
3.220525, 0.195049
3.223103, 0.195162
3.225036, 0.195323
3.227291, 0.195468
3.229868, 0.195597
3.232124, 0.195726
3.234057, 0.195854
3.236312, 0.196015
3.237923, 0.196144
3.241789, 0.196289
3.242756, 0.196467
3.245333, 0.196612
3.247589, 0.196740
3.249522, 0.196869
3.252099, 0.197030
3.254354, 0.197191
3.256932, 0.197336
3.258865, 0.197498
3.260476, 0.197643
3.262731, 0.197739
3.264986, 0.197916
3.267564, 0.198045
3.269497, 0.198190
3.271752, 0.198367
3.274330, 0.198496
3.276263, 0.198641
3.278518, 0.198802
3.281096, 0.198947
3.283351, 0.199141
3.284640, 0.199302
3.288506, 0.199447
3.290117, 0.199576
3.291728, 0.199721
3.293983, 0.199882
3.296560, 0.200027
3.299138, 0.200220
3.301071, 0.200333
3.303004, 0.200446
3.304937, 0.200591
3.307515, 0.200752
3.310092, 0.200929
3.312025, 0.201058
3.314281, 0.201203
3.316536, 0.201364
3.319113, 0.201525
3.320724, 0.201670
3.323624, 0.201799
3.325235, 0.202008
3.328135, 0.202169
3.330068, 0.202314
3.332645, 0.202443
3.334256, 0.202620
3.336834, 0.202814
3.339089, 0.202926
3.341022, 0.203071
3.343277, 0.203232
3.345855, 0.203329
3.348110, 0.203474
3.350043, 0.203651
3.351976, 0.203812
3.354876, 0.203990
3.356487, 0.204135
3.359064, 0.204296
3.360997, 0.204473
3.363253, 0.204682
3.366474, 0.204811
3.367763, 0.204988
3.370018, 0.205149
3.372596, 0.205294
3.374529, 0.205472
3.376784, 0.205649
3.379040, 0.205810
3.381295, 0.205955
3.383228, 0.206148
3.385805, 0.206229
3.388383, 0.206438
3.390316, 0.206599
3.392571, 0.206728
3.394827, 0.206889
3.397082, 0.207083
3.399337, 0.207211
3.400948, 0.207373
3.404170, 0.207534
3.405781, 0.207679
3.408036, 0.207888
3.409969, 0.208033
3.412547, 0.208226
3.414480, 0.208387
3.417057, 0.208548
3.419313, 0.208693
3.421568, 0.208855
3.423179, 0.209032
3.426079, 0.209161
3.428334, 0.209338
3.430589, 0.209515
3.431878, 0.209660
3.435100, 0.209837
3.437033, 0.209950
3.439610, 0.210176
3.441543, 0.210321
3.443799, 0.210530
3.445732, 0.210675
3.447987, 0.210852
3.449920, 0.211029
3.452498, 0.211207
3.454753, 0.211368
3.457008, 0.211513
3.459586, 0.211706
3.460874, 0.211899
3.463452, 0.212044
3.466029, 0.212221
3.468285, 0.212366
3.470862, 0.212527
3.473117, 0.212672
3.474728, 0.212882
3.476661, 0.213075
3.479239, 0.213252
3.482461, 0.213446
3.483749, 0.213591
3.486971, 0.213784
3.487938, 0.213929
3.490193, 0.214122
3.492771, 0.214299
3.495348, 0.214509
3.497926, 0.214638
3.499859, 0.214847
3.501792, 0.214992
3.504369, 0.215169
3.506625, 0.215379
3.508558, 0.215540
3.510491, 0.215733
3.513068, 0.215910
3.515324, 0.216136
3.517579, 0.216281
3.519512, 0.216458
3.521767, 0.216635
3.524023, 0.216845
3.526600, 0.217054
3.528533, 0.217247
3.530788, 0.217441
3.532721, 0.217618
3.535299, 0.217811
3.537876, 0.217972
3.539487, 0.218198
3.541743, 0.218391
3.544965, 0.218601
3.545931, 0.218778
3.549153, 0.219003
3.550442, 0.219213
3.553663, 0.219390
3.554952, 0.219599
3.557208, 0.219841
3.559785, 0.220034
3.562362, 0.220228
3.563973, 0.220437
3.566551, 0.220679
3.568806, 0.220904
3.571061, 0.221114
3.573317, 0.221355
3.575572, 0.221629
3.577505, 0.221823
3.580083, 0.222080
3.582016, 0.222306
3.584593, 0.222564
3.586526, 0.222773
3.588459, 0.223047
3.590715, 0.223305
3.593292, 0.223562
3.595225, 0.223772
3.597481, 0.224062
3.600058, 0.224336
3.602313, 0.224609
3.603924, 0.224948
3.606502, 0.225238
3.608757, 0.225528
3.611334, 0.225850
3.613268, 0.226108
3.615845, 0.226398
3.617456, 0.226688
3.620033, 0.227042
3.622289, 0.227300
3.624544, 0.227622
3.626799, 0.227928
3.629699, 0.228202
3.630666, 0.228556
3.633243, 0.228927
3.635498, 0.229265
3.637754, 0.229636
3.640331, 0.229942
3.642909, 0.230296
3.644842, 0.230634
3.647097, 0.230989
3.648708, 0.231327
3.651285, 0.231746
3.653218, 0.232100
3.654829, 0.232487
3.658051, 0.232841
3.659984, 0.233228
3.662240, 0.233566
3.664173, 0.233969
3.666750, 0.234323
3.669006, 0.234678
3.670939, 0.235113
3.673838, 0.235515
3.675449, 0.235870
3.678027, 0.236240
3.679960, 0.236627
3.682215, 0.237030
3.685115, 0.237416
3.687048, 0.237787
3.689303, 0.238157
3.691558, 0.238560
3.693492, 0.238963
3.696069, 0.239349
3.698324, 0.239736
3.700580, 0.240107
3.702513, 0.240477
3.705090, 0.240832
3.706701, 0.241186
3.709279, 0.241524
3.711212, 0.241927
3.713467, 0.242297
3.715722, 0.242652
3.717655, 0.243022
3.720233, 0.243377
3.722810, 0.243747
3.725066, 0.244053
3.727643, 0.244376
3.728932, 0.244746
3.731509, 0.245084
3.734087, 0.245390
3.736020, 0.245680
3.737953, 0.245970
3.740208, 0.246309
3.742786, 0.246550
3.744397, 0.246873
3.747296, 0.247146
3.749552, 0.247404
3.751807, 0.247694
3.754062, 0.247952
3.755995, 0.248193
3.758251, 0.248419
3.760506, 0.248628
3.763406, 0.248886
3.765661, 0.249128
3.767272, 0.249337
3.769527, 0.249547
3.771460, 0.249724
3.774038, 0.249982
3.776293, 0.250159
3.778548, 0.250384
3.780159, 0.250578
3.783059, 0.250803
3.785314, 0.250948
3.787569, 0.251125
3.789825, 0.251335
3.791758, 0.251496
3.794335, 0.251705
3.796268, 0.251818
3.798524, 0.252028
3.799812, 0.252205
3.802712, 0.252366
3.805290, 0.252527
3.807545, 0.252704
3.809478, 0.252865
3.812056, 0.252978
3.813989, 0.253139
3.816244, 0.253300
3.819144, 0.253445
3.820110, 0.253622
3.822688, 0.253751
3.824943, 0.253912
3.827843, 0.254073
3.830420, 0.254251
3.831387, 0.254379
3.834608, 0.254541
3.836864, 0.254686
3.838152, 0.254814
3.841052, 0.254943
3.842663, 0.255104
3.845241, 0.255265
3.847496, 0.255410
3.849429, 0.255588
3.852006, 0.255717
3.853940, 0.255845
3.856195, 0.256007
3.858128, 0.256168
3.860705, 0.256313
3.862961, 0.256490
3.865216, 0.256603
3.868116, 0.256715
3.869727, 0.256876
3.871982, 0.257038
3.874559, 0.257166
3.877137, 0.257344
3.879070, 0.257521
3.881003, 0.257650
3.883581, 0.257795
3.886158, 0.257956
3.888091, 0.258101
3.890024, 0.258294
3.892280, 0.258423
3.894213, 0.258584
3.896790, 0.258713
3.898723, 0.258826
3.900979, 0.259003
3.903556, 0.259164
3.905811, 0.259309
3.907744, 0.259486
3.910322, 0.259631
3.912577, 0.259728
3.914832, 0.259889
3.916766, 0.260066
3.919021, 0.260227
3.920954, 0.260388
3.923854, 0.260517
3.925787, 0.260694
3.928042, 0.260855
3.929975, 0.260984
3.932553, 0.261194
3.934486, 0.261339
3.936741, 0.261516
3.938674, 0.261645
3.941252, 0.261806
3.943185, 0.261935
3.946084, 0.262064
3.947373, 0.262273
3.949951, 0.262402
3.952850, 0.262611
3.954783, 0.262692
3.956717, 0.262837
3.958972, 0.263046
3.961549, 0.263175
3.963482, 0.263352
3.966060, 0.263530
3.967349, 0.263658
3.970248, 0.263820
3.973148, 0.263948
3.975081, 0.264142
3.976692, 0.264271
3.978303, 0.264448
3.981203, 0.264625
3.983458, 0.264754
3.986358, 0.264899
3.988291, 0.265060
3.990546, 0.265205
3.993123, 0.265447
3.995057, 0.265592
3.997634, 0.265737
3.999245, 0.265914
4.001822, 0.265994
4.003756, 0.266220
4.006011, 0.266365
4.008588, 0.266510
4.010199, 0.266671
4.012777, 0.266864
4.014710, 0.267025
4.016643, 0.267138
4.019865, 0.267331
4.021154, 0.267492
4.024375, 0.267654
4.025986, 0.267782
4.028564, 0.267976
4.030175, 0.268105
4.032430, 0.268266
4.035007, 0.268411
4.037263, 0.268588
4.038874, 0.268765
4.041773, 0.268878
4.043706, 0.269055
4.045962, 0.269200
4.048217, 0.269393
4.050795, 0.269538
4.053050, 0.269716
4.054661, 0.269893
4.056916, 0.270054
4.059171, 0.270151
4.061749, 0.270376
4.063682, 0.270489
4.066259, 0.270682
4.068515, 0.270827
4.070448, 0.271004
4.072703, 0.271149
4.074958, 0.271343
4.077536, 0.271520
4.079469, 0.271649
4.081724, 0.271842
4.083980, 0.271955
4.086557, 0.272116
4.088490, 0.272277
4.090423, 0.272454
4.092679, 0.272583
4.095256, 0.272776
4.097834, 0.272921
4.099122, 0.273099
4.101378, 0.273276
4.103955, 0.273421
4.106533, 0.273566
4.108466, 0.273711
4.110721, 0.273904
4.112976, 0.274049
4.115232, 0.274194
4.117809, 0.274371
4.119742, 0.274548
4.121675, 0.274661
4.124253, 0.274854
4.126508, 0.275048
4.128763, 0.275209
4.130697, 0.275370
4.132952, 0.275547
4.135207, 0.275660
4.137462, 0.275837
4.139718, 0.275998
4.141651, 0.276127
4.144228, 0.276337
4.146161, 0.276482
4.149061, 0.276659
4.150672, 0.276804
4.153572, 0.276981
4.155827, 0.277158
4.158082, 0.277271
4.160015, 0.277464
4.162593, 0.277658
4.164204, 0.277835
4.166137, 0.278012
4.169037, 0.278189
4.171292, 0.278334
4.172903, 0.278495
4.175802, 0.278640
4.177413, 0.278785
4.179991, 0.278978
4.181924, 0.279123
4.184824, 0.279285
4.186757, 0.279462
4.188690, 0.279607
4.190945, 0.279800
4.193523, 0.279929
4.195456, 0.280074
4.198033, 0.280235
4.199966, 0.280412
4.202866, 0.280622
4.205444, 0.280767
4.206732, 0.280928
4.209310, 0.281089
4.210598, 0.281234
4.213820, 0.281411
4.216076, 0.281604
4.217364, 0.281765
4.220264, 0.281910
4.222197, 0.282071
4.224452, 0.282233
4.226708, 0.282378
4.228963, 0.282571
4.231218, 0.282732
4.233796, 0.282893
4.236051, 0.283054
4.238306, 0.283247
4.239917, 0.283409
4.242817, 0.283570
4.244750, 0.283715
4.247328, 0.283876
4.249583, 0.284085
4.251194, 0.284246
4.253127, 0.284407
4.256027, 0.284568
4.257960, 0.284730
4.260537, 0.284875
4.262470, 0.285036
4.264726, 0.285164
4.266337, 0.285374
4.269236, 0.285567
4.270525, 0.285712
4.273747, 0.285889
4.275680, 0.286083
4.277935, 0.286228
4.280513, 0.286405
4.282124, 0.286566
4.284701, 0.286695
4.286956, 0.286888
4.289856, 0.287049
4.291789, 0.287210
4.294045, 0.287355
4.296300, 0.287533
4.298233, 0.287645
4.300166, 0.287855
4.302421, 0.287984
4.304677, 0.288161
4.306932, 0.288322
4.309832, 0.288499
4.311765, 0.288660
4.314342, 0.288805
4.316275, 0.289015
4.318208, 0.289144
4.320142, 0.289353
4.323041, 0.289498
4.325297, 0.289659
4.327552, 0.289836
4.329163, 0.289981
4.331740, 0.290175
4.333996, 0.290336
4.335606, 0.290513
4.338506, 0.290690
4.340117, 0.290835
4.343339, 0.290996
4.344950, 0.291173
4.347205, 0.291334
4.349138, 0.291495
4.351716, 0.291624
4.353971, 0.291818
4.356226, 0.292011
4.358804, 0.292172
4.360415, 0.292365
4.362992, 0.292494
4.365248, 0.292639
4.367825, 0.292849
4.369758, 0.292994
4.371369, 0.293139
4.373947, 0.293300
4.376202, 0.293509
4.378457, 0.293654
4.381035, 0.293783
4.383290, 0.293960
4.385545, 0.294137
4.387478, 0.294315
4.389411, 0.294508
4.392311, 0.294653
4.393922, 0.294814
4.396500, 0.294959
4.399077, 0.295152
4.401010, 0.295330
4.402943, 0.295523
4.405521, 0.295652
4.407776, 0.295813
4.409709, 0.295990
4.412287, 0.296135
4.414542, 0.296328
4.416475, 0.296489
4.418408, 0.296683
4.420663, 0.296876
4.423241, 0.297021
4.425496, 0.297230
4.427752, 0.297359
4.429685, 0.297553
4.431618, 0.297730
4.434517, 0.297875
4.436773, 0.298068
4.439028, 0.298278
4.441283, 0.298439
4.443217, 0.298568
4.445794, 0.298761
4.448049, 0.298938
4.449982, 0.299115
4.452560, 0.299309
4.454493, 0.299454
4.456748, 0.299631
4.458359, 0.299840
4.461259, 0.299969
4.463192, 0.300195
4.465447, 0.300323
4.468347, 0.300549
4.469636, 0.300694
4.471891, 0.300920
4.475113, 0.301097
4.476402, 0.301274
4.478979, 0.301419
4.481234, 0.301628
4.483490, 0.301806
4.486067, 0.301967
4.488000, 0.302176
4.490256, 0.302321
4.492189, 0.302482
4.494766, 0.302692
4.496699, 0.302901
4.498955, 0.303062
4.501854, 0.303255
4.503787, 0.303465
4.505721, 0.303642
4.507976, 0.303819
4.509909, 0.303948
4.512486, 0.304125
4.514742, 0.304302
4.516997, 0.304496
4.518608, 0.304689
4.520863, 0.304850
4.523119, 0.305027
4.525696, 0.305253
4.527951, 0.305414
4.530529, 0.305591
4.532784, 0.305817
4.535039, 0.305978
4.536650, 0.306139
4.539228, 0.306316
4.541805, 0.306493
4.543416, 0.306703
4.545994, 0.306912
4.548249, 0.307073
4.550504, 0.307299
4.552438, 0.307379
4.554371, 0.307573
4.557270, 0.307766
4.559203, 0.307959
4.560814, 0.308120
4.563070, 0.308282
4.565647, 0.308475
4.568225, 0.308668
4.571124, 0.308845
4.573057, 0.309006
4.574668, 0.309168
4.577246, 0.309329
4.579823, 0.309554
4.581434, 0.309715
4.584012, 0.309892
4.585945, 0.310054
4.587878, 0.310231
4.590455, 0.310376
4.592711, 0.310569
4.595288, 0.310762
4.597221, 0.310940
4.599155, 0.311068
4.601732, 0.311262
4.603665, 0.311423
4.605598, 0.311616
4.608176, 0.311793
4.610109, 0.311922
4.613331, 0.312132
4.615264, 0.312309
4.616875, 0.312502
4.619774, 0.312631
4.622030, 0.312841
4.623318, 0.313018
4.625574, 0.313147
4.628796, 0.313340
4.631051, 0.313469
4.633306, 0.313646
4.634273, 0.313807
4.637495, 0.313968
4.639428, 0.314129
4.642005, 0.314290
4.644261, 0.314468
4.646194, 0.314661
4.648771, 0.314822
4.650382, 0.314967
4.652960, 0.315112
4.655537, 0.315257
4.657470, 0.315466
4.659403, 0.315627
4.661336, 0.315772
4.664236, 0.315950
4.666814, 0.316111
4.669069, 0.316240
4.671002, 0.316401
4.673580, 0.316562
4.675835, 0.316739
4.677446, 0.316900
4.680023, 0.317093
4.680990, 0.317238
4.684212, 0.317399
4.686145, 0.317561
4.688400, 0.317706
4.691300, 0.317899
4.692911, 0.318076
4.695488, 0.318237
4.697421, 0.318414
4.699032, 0.318575
4.701610, 0.318753
4.704509, 0.318914
4.706443, 0.319043
4.708698, 0.319236
4.710309, 0.319413
4.713208, 0.319590
4.715142, 0.319751
4.716752, 0.319864
4.719652, 0.320041
4.721907, 0.320251
4.724163, 0.320428
4.726740, 0.320557
4.728351, 0.320718
4.730929, 0.320799
4.733506, 0.321024
4.735439, 0.321201
4.737695, 0.321362
4.739950, 0.321524
4.742205, 0.321685
4.744460, 0.321846
4.746716, 0.322007
4.748649, 0.322184
4.751549, 0.322345
4.752837, 0.322506
4.756381, 0.322635
4.758315, 0.322812
4.759281, 0.322989
4.762503, 0.323134
4.764114, 0.323328
4.766691, 0.323489
4.769269, 0.323650
4.770880, 0.323779
4.773457, 0.323972
4.776035, 0.324117
4.777646, 0.324294
4.779901, 0.324472
4.782801, 0.324633
4.784412, 0.324778
4.786667, 0.324939
4.788600, 0.325132
4.791178, 0.325261
4.793433, 0.325454
4.795044, 0.325599
4.797943, 0.325793
4.800199, 0.325970
4.802454, 0.326099
4.805032, 0.326260
4.807287, 0.326453
4.809220, 0.326566
4.811475, 0.326743
4.813408, 0.326936
4.815664, 0.327065
4.818563, 0.327226
4.820174, 0.327387
4.822430, 0.327565
4.824363, 0.327758
4.826618, 0.327887
4.828873, 0.328064
4.831451, 0.328209
4.834028, 0.328402
4.835961, 0.328579
4.838539, 0.328708
4.840794, 0.328869
4.842727, 0.329014
4.844660, 0.329176
4.846916, 0.329337
4.849171, 0.329514
4.851749, 0.329675
4.854326, 0.329836
4.856259, 0.330013
4.857870, 0.330174
4.860770, 0.330335
4.863025, 0.330513
4.864636, 0.330642
4.867214, 0.330803
4.868824, 0.330980
4.871402, 0.331157
4.874302, 0.331302
4.875268, 0.331447
4.878490, 0.331656
4.880423, 0.331785
4.882679, 0.331995
4.885256, 0.332124
4.887189, 0.332269
4.888800, 0.332430
4.891378, 0.332607
4.893955, 0.332768
4.896210, 0.332945
4.898143, 0.333106
4.900399, 0.333300
4.902654, 0.333428
4.905554, 0.333573
4.907809, 0.333735
4.909420, 0.333880
4.911675, 0.334041
4.914253, 0.334202
4.916508, 0.334379
4.918441, 0.334524
4.920052, 0.334717
4.922952, 0.334846
4.924885, 0.335007
4.927462, 0.335152
4.930684, 0.335345
4.931329, 0.335507
4.933584, 0.335684
4.936161, 0.335829
4.939061, 0.335990
4.941316, 0.336135
4.942283, 0.336328
4.945183, 0.336489
4.947438, 0.336699
4.949693, 0.336811
4.951949, 0.336973
4.954204, 0.337118
4.956459, 0.337295
4.958715, 0.337456
4.960970, 0.337633
4.963225, 0.337778
4.965480, 0.337987
4.967414, 0.338132
4.969991, 0.338277
4.971602, 0.338471
4.974180, 0.338632
4.976435, 0.338793
4.978690, 0.338970
4.981268, 0.339099
4.983201, 0.339276
4.985134, 0.339453
4.987711, 0.339598
4.989644, 0.339759
4.991900, 0.339921
4.994477, 0.340082
4.996088, 0.340227
4.998021, 0.340404
5.001243, 0.340581
5.003499, 0.340742
5.005432, 0.340919
5.006720, 0.341080
5.010587, 0.341242
5.012198, 0.341387
5.014453, 0.341532
5.016386, 0.341709
5.018319, 0.341822
5.020897, 0.342031
5.022508, 0.342224
5.025729, 0.342305
5.027985, 0.342530
